filepath,label
../data/dataset_split\train\A\sub-026_segment0068.npy,A
../data/dataset_split\train\A\sub-026_segment0069.npy,A
../data/dataset_split\train\A\sub-026_segment0070.npy,A
../data/dataset_split\train\A\sub-026_segment0071.npy,A
../data/dataset_split\train\A\sub-026_segment0072.npy,A
../data/dataset_split\train\A\sub-026_segment0073.npy,A
../data/dataset_split\train\A\sub-026_segment0074.npy,A
../data/dataset_split\train\A\sub-026_segment0075.npy,A
../data/dataset_split\train\A\sub-026_segment0076.npy,A
../data/dataset_split\train\A\sub-026_segment0077.npy,A
../data/dataset_split\train\A\sub-026_segment0078.npy,A
../data/dataset_split\train\A\sub-026_segment0079.npy,A
../data/dataset_split\train\A\sub-026_segment0080.npy,A
../data/dataset_split\train\A\sub-026_segment0081.npy,A
../data/dataset_split\train\A\sub-026_segment0082.npy,A
../data/dataset_split\train\A\sub-026_segment0083.npy,A
../data/dataset_split\train\A\sub-027_segment0000.npy,A
../data/dataset_split\train\A\sub-027_segment0001.npy,A
../data/dataset_split\train\A\sub-027_segment0002.npy,A
../data/dataset_split\train\A\sub-027_segment0003.npy,A
../data/dataset_split\train\A\sub-027_segment0004.npy,A
../data/dataset_split\train\A\sub-027_segment0005.npy,A
../data/dataset_split\train\A\sub-027_segment0006.npy,A
../data/dataset_split\train\A\sub-027_segment0007.npy,A
../data/dataset_split\train\A\sub-027_segment0008.npy,A
../data/dataset_split\train\A\sub-027_segment0009.npy,A
../data/dataset_split\train\A\sub-027_segment0010.npy,A
../data/dataset_split\train\A\sub-027_segment0011.npy,A
../data/dataset_split\train\A\sub-027_segment0012.npy,A
../data/dataset_split\train\A\sub-027_segment0013.npy,A
../data/dataset_split\train\A\sub-027_segment0014.npy,A
../data/dataset_split\train\A\sub-027_segment0015.npy,A
../data/dataset_split\train\A\sub-027_segment0016.npy,A
../data/dataset_split\train\A\sub-027_segment0017.npy,A
../data/dataset_split\train\A\sub-027_segment0018.npy,A
../data/dataset_split\train\A\sub-027_segment0019.npy,A
../data/dataset_split\train\A\sub-027_segment0020.npy,A
../data/dataset_split\train\A\sub-027_segment0021.npy,A
../data/dataset_split\train\A\sub-027_segment0022.npy,A
../data/dataset_split\train\A\sub-027_segment0023.npy,A
../data/dataset_split\train\A\sub-027_segment0024.npy,A
../data/dataset_split\train\A\sub-027_segment0025.npy,A
../data/dataset_split\train\A\sub-027_segment0026.npy,A
../data/dataset_split\train\A\sub-027_segment0027.npy,A
../data/dataset_split\train\A\sub-027_segment0028.npy,A
../data/dataset_split\train\A\sub-027_segment0029.npy,A
../data/dataset_split\train\A\sub-027_segment0030.npy,A
../data/dataset_split\train\A\sub-027_segment0031.npy,A
../data/dataset_split\train\A\sub-027_segment0032.npy,A
../data/dataset_split\train\A\sub-027_segment0033.npy,A
../data/dataset_split\train\A\sub-027_segment0034.npy,A
../data/dataset_split\train\A\sub-027_segment0035.npy,A
../data/dataset_split\train\A\sub-027_segment0036.npy,A
../data/dataset_split\train\A\sub-027_segment0037.npy,A
../data/dataset_split\train\A\sub-027_segment0038.npy,A
../data/dataset_split\train\A\sub-027_segment0039.npy,A
../data/dataset_split\train\A\sub-027_segment0040.npy,A
../data/dataset_split\train\A\sub-027_segment0041.npy,A
../data/dataset_split\train\A\sub-027_segment0042.npy,A
../data/dataset_split\train\A\sub-027_segment0043.npy,A
../data/dataset_split\train\A\sub-027_segment0044.npy,A
../data/dataset_split\train\A\sub-027_segment0045.npy,A
../data/dataset_split\train\A\sub-027_segment0046.npy,A
../data/dataset_split\train\A\sub-027_segment0047.npy,A
../data/dataset_split\train\A\sub-027_segment0048.npy,A
../data/dataset_split\train\A\sub-027_segment0049.npy,A
../data/dataset_split\train\A\sub-027_segment0050.npy,A
../data/dataset_split\train\A\sub-027_segment0051.npy,A
../data/dataset_split\train\A\sub-027_segment0052.npy,A
../data/dataset_split\train\A\sub-027_segment0053.npy,A
../data/dataset_split\train\A\sub-027_segment0054.npy,A
../data/dataset_split\train\A\sub-027_segment0055.npy,A
../data/dataset_split\train\A\sub-027_segment0056.npy,A
../data/dataset_split\train\A\sub-027_segment0057.npy,A
../data/dataset_split\train\A\sub-027_segment0058.npy,A
../data/dataset_split\train\A\sub-027_segment0059.npy,A
../data/dataset_split\train\A\sub-027_segment0060.npy,A
../data/dataset_split\train\A\sub-027_segment0061.npy,A
../data/dataset_split\train\A\sub-027_segment0062.npy,A
../data/dataset_split\train\A\sub-027_segment0063.npy,A
../data/dataset_split\train\A\sub-027_segment0064.npy,A
../data/dataset_split\train\A\sub-027_segment0065.npy,A
../data/dataset_split\train\A\sub-027_segment0066.npy,A
../data/dataset_split\train\A\sub-027_segment0067.npy,A
../data/dataset_split\train\A\sub-027_segment0068.npy,A
../data/dataset_split\train\A\sub-027_segment0069.npy,A
../data/dataset_split\train\A\sub-027_segment0070.npy,A
../data/dataset_split\train\A\sub-027_segment0071.npy,A
../data/dataset_split\train\A\sub-027_segment0072.npy,A
../data/dataset_split\train\A\sub-027_segment0073.npy,A
../data/dataset_split\train\A\sub-027_segment0074.npy,A
../data/dataset_split\train\A\sub-027_segment0075.npy,A
../data/dataset_split\train\A\sub-027_segment0076.npy,A
../data/dataset_split\train\A\sub-027_segment0077.npy,A
../data/dataset_split\train\A\sub-027_segment0078.npy,A
../data/dataset_split\train\A\sub-027_segment0079.npy,A
../data/dataset_split\train\A\sub-027_segment0080.npy,A
../data/dataset_split\train\A\sub-027_segment0081.npy,A
../data/dataset_split\train\A\sub-027_segment0082.npy,A
../data/dataset_split\train\A\sub-027_segment0083.npy,A
../data/dataset_split\train\A\sub-027_segment0084.npy,A
../data/dataset_split\train\A\sub-027_segment0085.npy,A
../data/dataset_split\train\A\sub-027_segment0086.npy,A
../data/dataset_split\train\A\sub-027_segment0087.npy,A
../data/dataset_split\train\A\sub-027_segment0088.npy,A
../data/dataset_split\train\A\sub-027_segment0089.npy,A
../data/dataset_split\train\A\sub-027_segment0090.npy,A
../data/dataset_split\train\A\sub-027_segment0091.npy,A
../data/dataset_split\train\A\sub-027_segment0092.npy,A
../data/dataset_split\train\A\sub-028_segment0000.npy,A
../data/dataset_split\train\A\sub-028_segment0001.npy,A
../data/dataset_split\train\A\sub-028_segment0002.npy,A
../data/dataset_split\train\A\sub-028_segment0003.npy,A
../data/dataset_split\train\A\sub-028_segment0004.npy,A
../data/dataset_split\train\A\sub-028_segment0005.npy,A
../data/dataset_split\train\A\sub-028_segment0006.npy,A
../data/dataset_split\train\A\sub-028_segment0007.npy,A
../data/dataset_split\train\A\sub-028_segment0008.npy,A
../data/dataset_split\train\A\sub-028_segment0009.npy,A
../data/dataset_split\train\A\sub-028_segment0010.npy,A
../data/dataset_split\train\A\sub-028_segment0011.npy,A
../data/dataset_split\train\A\sub-028_segment0012.npy,A
../data/dataset_split\train\A\sub-028_segment0013.npy,A
../data/dataset_split\train\A\sub-028_segment0014.npy,A
../data/dataset_split\train\A\sub-028_segment0015.npy,A
../data/dataset_split\train\A\sub-028_segment0016.npy,A
../data/dataset_split\train\A\sub-028_segment0017.npy,A
../data/dataset_split\train\A\sub-028_segment0018.npy,A
../data/dataset_split\train\A\sub-028_segment0019.npy,A
../data/dataset_split\train\A\sub-028_segment0020.npy,A
../data/dataset_split\train\A\sub-028_segment0021.npy,A
../data/dataset_split\train\A\sub-028_segment0022.npy,A
../data/dataset_split\train\A\sub-028_segment0023.npy,A
../data/dataset_split\train\A\sub-028_segment0024.npy,A
../data/dataset_split\train\A\sub-028_segment0025.npy,A
../data/dataset_split\train\A\sub-028_segment0026.npy,A
../data/dataset_split\train\A\sub-028_segment0027.npy,A
../data/dataset_split\train\A\sub-028_segment0028.npy,A
../data/dataset_split\train\A\sub-028_segment0029.npy,A
../data/dataset_split\train\A\sub-028_segment0030.npy,A
../data/dataset_split\train\A\sub-028_segment0031.npy,A
../data/dataset_split\train\A\sub-028_segment0032.npy,A
../data/dataset_split\train\A\sub-028_segment0033.npy,A
../data/dataset_split\train\A\sub-028_segment0034.npy,A
../data/dataset_split\train\A\sub-028_segment0035.npy,A
../data/dataset_split\train\A\sub-028_segment0036.npy,A
../data/dataset_split\train\A\sub-028_segment0037.npy,A
../data/dataset_split\train\A\sub-028_segment0038.npy,A
../data/dataset_split\train\A\sub-028_segment0039.npy,A
../data/dataset_split\train\A\sub-028_segment0040.npy,A
../data/dataset_split\train\A\sub-028_segment0041.npy,A
../data/dataset_split\train\A\sub-028_segment0042.npy,A
../data/dataset_split\train\A\sub-028_segment0043.npy,A
../data/dataset_split\train\A\sub-028_segment0044.npy,A
../data/dataset_split\train\A\sub-028_segment0045.npy,A
../data/dataset_split\train\A\sub-028_segment0046.npy,A
../data/dataset_split\train\A\sub-028_segment0047.npy,A
../data/dataset_split\train\A\sub-028_segment0048.npy,A
../data/dataset_split\train\A\sub-028_segment0049.npy,A
../data/dataset_split\train\A\sub-028_segment0050.npy,A
../data/dataset_split\train\A\sub-028_segment0051.npy,A
../data/dataset_split\train\A\sub-028_segment0052.npy,A
../data/dataset_split\train\A\sub-028_segment0053.npy,A
../data/dataset_split\train\A\sub-028_segment0054.npy,A
../data/dataset_split\train\A\sub-028_segment0055.npy,A
../data/dataset_split\train\A\sub-028_segment0056.npy,A
../data/dataset_split\train\A\sub-028_segment0057.npy,A
../data/dataset_split\train\A\sub-028_segment0058.npy,A
../data/dataset_split\train\A\sub-028_segment0059.npy,A
../data/dataset_split\train\A\sub-028_segment0060.npy,A
../data/dataset_split\train\A\sub-028_segment0061.npy,A
../data/dataset_split\train\A\sub-028_segment0062.npy,A
../data/dataset_split\train\A\sub-028_segment0063.npy,A
../data/dataset_split\train\A\sub-028_segment0064.npy,A
../data/dataset_split\train\A\sub-028_segment0065.npy,A
../data/dataset_split\train\A\sub-028_segment0066.npy,A
../data/dataset_split\train\A\sub-028_segment0067.npy,A
../data/dataset_split\train\A\sub-028_segment0068.npy,A
../data/dataset_split\train\A\sub-028_segment0069.npy,A
../data/dataset_split\train\A\sub-028_segment0070.npy,A
../data/dataset_split\train\A\sub-028_segment0071.npy,A
../data/dataset_split\train\A\sub-028_segment0072.npy,A
../data/dataset_split\train\A\sub-028_segment0073.npy,A
../data/dataset_split\train\A\sub-028_segment0074.npy,A
../data/dataset_split\train\A\sub-028_segment0075.npy,A
../data/dataset_split\train\A\sub-028_segment0076.npy,A
../data/dataset_split\train\A\sub-028_segment0077.npy,A
../data/dataset_split\train\A\sub-028_segment0078.npy,A
../data/dataset_split\train\A\sub-028_segment0079.npy,A
../data/dataset_split\train\A\sub-028_segment0080.npy,A
../data/dataset_split\train\A\sub-028_segment0081.npy,A
../data/dataset_split\train\A\sub-028_segment0082.npy,A
../data/dataset_split\train\A\sub-028_segment0083.npy,A
../data/dataset_split\train\A\sub-028_segment0084.npy,A
../data/dataset_split\train\A\sub-028_segment0085.npy,A
../data/dataset_split\train\A\sub-028_segment0086.npy,A
../data/dataset_split\train\A\sub-028_segment0087.npy,A
../data/dataset_split\train\A\sub-028_segment0088.npy,A
../data/dataset_split\train\A\sub-028_segment0089.npy,A
../data/dataset_split\train\A\sub-028_segment0090.npy,A
../data/dataset_split\train\A\sub-028_segment0091.npy,A
../data/dataset_split\train\A\sub-028_segment0092.npy,A
../data/dataset_split\train\A\sub-028_segment0093.npy,A
../data/dataset_split\train\A\sub-028_segment0094.npy,A
../data/dataset_split\train\A\sub-028_segment0095.npy,A
../data/dataset_split\train\A\sub-028_segment0096.npy,A
../data/dataset_split\train\A\sub-028_segment0097.npy,A
../data/dataset_split\train\A\sub-028_segment0098.npy,A
../data/dataset_split\train\A\sub-028_segment0099.npy,A
../data/dataset_split\train\A\sub-028_segment0100.npy,A
../data/dataset_split\train\A\sub-028_segment0101.npy,A
../data/dataset_split\train\A\sub-028_segment0102.npy,A
../data/dataset_split\train\A\sub-028_segment0103.npy,A
../data/dataset_split\train\A\sub-028_segment0104.npy,A
../data/dataset_split\train\A\sub-028_segment0105.npy,A
../data/dataset_split\train\A\sub-028_segment0106.npy,A
../data/dataset_split\train\A\sub-028_segment0107.npy,A
../data/dataset_split\train\A\sub-028_segment0108.npy,A
../data/dataset_split\train\A\sub-028_segment0109.npy,A
../data/dataset_split\train\A\sub-028_segment0110.npy,A
../data/dataset_split\train\A\sub-028_segment0111.npy,A
../data/dataset_split\train\A\sub-028_segment0112.npy,A
../data/dataset_split\train\A\sub-028_segment0113.npy,A
../data/dataset_split\train\A\sub-028_segment0114.npy,A
../data/dataset_split\train\A\sub-028_segment0115.npy,A
../data/dataset_split\train\A\sub-028_segment0116.npy,A
../data/dataset_split\train\A\sub-028_segment0117.npy,A
../data/dataset_split\train\A\sub-028_segment0118.npy,A
../data/dataset_split\train\A\sub-028_segment0119.npy,A
../data/dataset_split\train\A\sub-028_segment0120.npy,A
../data/dataset_split\train\A\sub-028_segment0121.npy,A
../data/dataset_split\train\A\sub-028_segment0122.npy,A
../data/dataset_split\train\A\sub-028_segment0123.npy,A
../data/dataset_split\train\A\sub-028_segment0124.npy,A
../data/dataset_split\train\A\sub-028_segment0125.npy,A
../data/dataset_split\train\A\sub-028_segment0126.npy,A
../data/dataset_split\train\A\sub-028_segment0127.npy,A
../data/dataset_split\train\A\sub-028_segment0128.npy,A
../data/dataset_split\train\A\sub-028_segment0129.npy,A
../data/dataset_split\train\A\sub-028_segment0130.npy,A
../data/dataset_split\train\A\sub-028_segment0131.npy,A
../data/dataset_split\train\A\sub-028_segment0132.npy,A
../data/dataset_split\train\A\sub-028_segment0133.npy,A
../data/dataset_split\train\A\sub-028_segment0134.npy,A
../data/dataset_split\train\A\sub-028_segment0135.npy,A
../data/dataset_split\train\A\sub-028_segment0136.npy,A
../data/dataset_split\train\A\sub-028_segment0137.npy,A
../data/dataset_split\train\A\sub-028_segment0138.npy,A
../data/dataset_split\train\A\sub-028_segment0139.npy,A
../data/dataset_split\train\A\sub-028_segment0140.npy,A
../data/dataset_split\train\A\sub-028_segment0141.npy,A
../data/dataset_split\train\A\sub-028_segment0142.npy,A
../data/dataset_split\train\A\sub-028_segment0143.npy,A
../data/dataset_split\train\A\sub-028_segment0144.npy,A
../data/dataset_split\train\A\sub-028_segment0145.npy,A
../data/dataset_split\train\A\sub-028_segment0146.npy,A
../data/dataset_split\train\A\sub-028_segment0147.npy,A
../data/dataset_split\train\A\sub-028_segment0148.npy,A
../data/dataset_split\train\A\sub-028_segment0149.npy,A
../data/dataset_split\train\A\sub-028_segment0150.npy,A
../data/dataset_split\train\A\sub-028_segment0151.npy,A
../data/dataset_split\train\A\sub-028_segment0152.npy,A
../data/dataset_split\train\A\sub-028_segment0153.npy,A
../data/dataset_split\train\A\sub-028_segment0154.npy,A
../data/dataset_split\train\A\sub-028_segment0155.npy,A
../data/dataset_split\train\A\sub-028_segment0156.npy,A
../data/dataset_split\train\A\sub-028_segment0157.npy,A
../data/dataset_split\train\A\sub-028_segment0158.npy,A
../data/dataset_split\train\A\sub-028_segment0159.npy,A
../data/dataset_split\train\A\sub-028_segment0160.npy,A
../data/dataset_split\train\A\sub-028_segment0161.npy,A
../data/dataset_split\train\A\sub-028_segment0162.npy,A
../data/dataset_split\train\A\sub-028_segment0163.npy,A
../data/dataset_split\train\A\sub-028_segment0164.npy,A
../data/dataset_split\train\A\sub-028_segment0165.npy,A
../data/dataset_split\train\A\sub-028_segment0166.npy,A
../data/dataset_split\train\A\sub-028_segment0167.npy,A
../data/dataset_split\train\A\sub-028_segment0168.npy,A
../data/dataset_split\train\A\sub-028_segment0169.npy,A
../data/dataset_split\train\A\sub-028_segment0170.npy,A
../data/dataset_split\train\A\sub-028_segment0171.npy,A
../data/dataset_split\train\A\sub-028_segment0172.npy,A
../data/dataset_split\train\A\sub-028_segment0173.npy,A
../data/dataset_split\train\A\sub-028_segment0174.npy,A
../data/dataset_split\train\A\sub-028_segment0175.npy,A
../data/dataset_split\train\A\sub-028_segment0176.npy,A
../data/dataset_split\train\A\sub-028_segment0177.npy,A
../data/dataset_split\train\A\sub-028_segment0178.npy,A
../data/dataset_split\train\A\sub-028_segment0179.npy,A
../data/dataset_split\train\A\sub-028_segment0180.npy,A
../data/dataset_split\train\A\sub-028_segment0181.npy,A
../data/dataset_split\train\A\sub-028_segment0182.npy,A
../data/dataset_split\train\A\sub-028_segment0183.npy,A
../data/dataset_split\train\A\sub-028_segment0184.npy,A
../data/dataset_split\train\A\sub-028_segment0185.npy,A
../data/dataset_split\train\A\sub-028_segment0186.npy,A
../data/dataset_split\train\A\sub-028_segment0187.npy,A
../data/dataset_split\train\A\sub-028_segment0188.npy,A
../data/dataset_split\train\A\sub-028_segment0189.npy,A
../data/dataset_split\train\A\sub-028_segment0190.npy,A
../data/dataset_split\train\A\sub-028_segment0191.npy,A
../data/dataset_split\train\A\sub-028_segment0192.npy,A
../data/dataset_split\train\A\sub-028_segment0193.npy,A
../data/dataset_split\train\A\sub-028_segment0194.npy,A
../data/dataset_split\train\A\sub-028_segment0195.npy,A
../data/dataset_split\train\A\sub-028_segment0196.npy,A
../data/dataset_split\train\A\sub-028_segment0197.npy,A
../data/dataset_split\train\A\sub-028_segment0198.npy,A
../data/dataset_split\train\A\sub-028_segment0199.npy,A
../data/dataset_split\train\A\sub-028_segment0200.npy,A
../data/dataset_split\train\A\sub-028_segment0201.npy,A
../data/dataset_split\train\A\sub-028_segment0202.npy,A
../data/dataset_split\train\A\sub-028_segment0203.npy,A
../data/dataset_split\train\A\sub-028_segment0204.npy,A
../data/dataset_split\train\A\sub-028_segment0205.npy,A
../data/dataset_split\train\A\sub-028_segment0206.npy,A
../data/dataset_split\train\A\sub-028_segment0207.npy,A
../data/dataset_split\train\A\sub-028_segment0208.npy,A
../data/dataset_split\train\A\sub-028_segment0209.npy,A
../data/dataset_split\train\A\sub-028_segment0210.npy,A
../data/dataset_split\train\A\sub-028_segment0211.npy,A
../data/dataset_split\train\A\sub-028_segment0212.npy,A
../data/dataset_split\train\A\sub-028_segment0213.npy,A
../data/dataset_split\train\A\sub-028_segment0214.npy,A
../data/dataset_split\train\A\sub-028_segment0215.npy,A
../data/dataset_split\train\A\sub-028_segment0216.npy,A
../data/dataset_split\train\A\sub-028_segment0217.npy,A
../data/dataset_split\train\A\sub-028_segment0218.npy,A
../data/dataset_split\train\A\sub-028_segment0219.npy,A
../data/dataset_split\train\A\sub-028_segment0220.npy,A
../data/dataset_split\train\A\sub-028_segment0221.npy,A
../data/dataset_split\train\A\sub-028_segment0222.npy,A
../data/dataset_split\train\A\sub-028_segment0223.npy,A
../data/dataset_split\train\A\sub-028_segment0224.npy,A
../data/dataset_split\train\A\sub-028_segment0225.npy,A
../data/dataset_split\train\A\sub-028_segment0226.npy,A
../data/dataset_split\train\A\sub-028_segment0227.npy,A
../data/dataset_split\train\A\sub-028_segment0228.npy,A
../data/dataset_split\train\A\sub-028_segment0229.npy,A
../data/dataset_split\train\A\sub-028_segment0230.npy,A
../data/dataset_split\train\A\sub-028_segment0231.npy,A
../data/dataset_split\train\A\sub-028_segment0232.npy,A
../data/dataset_split\train\A\sub-028_segment0233.npy,A
../data/dataset_split\train\A\sub-028_segment0234.npy,A
../data/dataset_split\train\A\sub-028_segment0235.npy,A
../data/dataset_split\train\A\sub-028_segment0236.npy,A
../data/dataset_split\train\A\sub-028_segment0237.npy,A
../data/dataset_split\train\A\sub-028_segment0238.npy,A
../data/dataset_split\train\A\sub-028_segment0239.npy,A
../data/dataset_split\train\A\sub-028_segment0240.npy,A
../data/dataset_split\train\A\sub-028_segment0241.npy,A
../data/dataset_split\train\A\sub-028_segment0242.npy,A
../data/dataset_split\train\A\sub-028_segment0243.npy,A
../data/dataset_split\train\A\sub-028_segment0244.npy,A
../data/dataset_split\train\A\sub-028_segment0245.npy,A
../data/dataset_split\train\A\sub-028_segment0246.npy,A
../data/dataset_split\train\A\sub-028_segment0247.npy,A
../data/dataset_split\train\A\sub-028_segment0248.npy,A
../data/dataset_split\train\A\sub-028_segment0249.npy,A
../data/dataset_split\train\A\sub-028_segment0250.npy,A
../data/dataset_split\train\A\sub-028_segment0251.npy,A
../data/dataset_split\train\A\sub-028_segment0252.npy,A
../data/dataset_split\train\A\sub-028_segment0253.npy,A
../data/dataset_split\train\A\sub-028_segment0254.npy,A
../data/dataset_split\train\A\sub-028_segment0255.npy,A
../data/dataset_split\train\A\sub-028_segment0256.npy,A
../data/dataset_split\train\A\sub-028_segment0257.npy,A
../data/dataset_split\train\A\sub-028_segment0258.npy,A
../data/dataset_split\train\A\sub-028_segment0259.npy,A
../data/dataset_split\train\A\sub-028_segment0260.npy,A
../data/dataset_split\train\A\sub-028_segment0261.npy,A
../data/dataset_split\train\A\sub-028_segment0262.npy,A
../data/dataset_split\train\A\sub-028_segment0263.npy,A
../data/dataset_split\train\A\sub-028_segment0264.npy,A
../data/dataset_split\train\A\sub-028_segment0265.npy,A
../data/dataset_split\train\A\sub-028_segment0266.npy,A
../data/dataset_split\train\A\sub-028_segment0267.npy,A
../data/dataset_split\train\A\sub-028_segment0268.npy,A
../data/dataset_split\train\A\sub-028_segment0269.npy,A
../data/dataset_split\train\A\sub-028_segment0270.npy,A
../data/dataset_split\train\A\sub-028_segment0271.npy,A
../data/dataset_split\train\A\sub-028_segment0272.npy,A
../data/dataset_split\train\A\sub-028_segment0273.npy,A
../data/dataset_split\train\A\sub-028_segment0274.npy,A
../data/dataset_split\train\A\sub-028_segment0275.npy,A
../data/dataset_split\train\A\sub-028_segment0276.npy,A
../data/dataset_split\train\A\sub-028_segment0277.npy,A
../data/dataset_split\train\A\sub-028_segment0278.npy,A
../data/dataset_split\train\A\sub-028_segment0279.npy,A
../data/dataset_split\train\A\sub-028_segment0280.npy,A
../data/dataset_split\train\A\sub-028_segment0281.npy,A
../data/dataset_split\train\A\sub-028_segment0282.npy,A
../data/dataset_split\train\A\sub-028_segment0283.npy,A
../data/dataset_split\train\A\sub-028_segment0284.npy,A
../data/dataset_split\train\A\sub-028_segment0285.npy,A
../data/dataset_split\train\A\sub-028_segment0286.npy,A
../data/dataset_split\train\A\sub-028_segment0287.npy,A
../data/dataset_split\train\A\sub-028_segment0288.npy,A
../data/dataset_split\train\A\sub-028_segment0289.npy,A
../data/dataset_split\train\A\sub-028_segment0290.npy,A
../data/dataset_split\train\A\sub-028_segment0291.npy,A
../data/dataset_split\train\A\sub-028_segment0292.npy,A
../data/dataset_split\train\A\sub-028_segment0293.npy,A
../data/dataset_split\train\A\sub-028_segment0294.npy,A
../data/dataset_split\train\A\sub-028_segment0295.npy,A
../data/dataset_split\train\A\sub-028_segment0296.npy,A
../data/dataset_split\train\A\sub-028_segment0297.npy,A
../data/dataset_split\train\A\sub-028_segment0298.npy,A
../data/dataset_split\train\A\sub-028_segment0299.npy,A
../data/dataset_split\train\A\sub-028_segment0300.npy,A
../data/dataset_split\train\A\sub-028_segment0301.npy,A
../data/dataset_split\train\A\sub-028_segment0302.npy,A
../data/dataset_split\train\A\sub-028_segment0303.npy,A
../data/dataset_split\train\A\sub-028_segment0304.npy,A
../data/dataset_split\train\A\sub-028_segment0305.npy,A
../data/dataset_split\train\A\sub-028_segment0306.npy,A
../data/dataset_split\train\A\sub-028_segment0307.npy,A
../data/dataset_split\train\A\sub-028_segment0308.npy,A
../data/dataset_split\train\A\sub-028_segment0309.npy,A
../data/dataset_split\train\A\sub-028_segment0310.npy,A
../data/dataset_split\train\A\sub-028_segment0311.npy,A
../data/dataset_split\train\A\sub-028_segment0312.npy,A
../data/dataset_split\train\A\sub-028_segment0313.npy,A
../data/dataset_split\train\A\sub-028_segment0314.npy,A
../data/dataset_split\train\A\sub-028_segment0315.npy,A
../data/dataset_split\train\A\sub-028_segment0316.npy,A
../data/dataset_split\train\A\sub-028_segment0317.npy,A
../data/dataset_split\train\A\sub-028_segment0318.npy,A
../data/dataset_split\train\A\sub-028_segment0319.npy,A
../data/dataset_split\train\A\sub-028_segment0320.npy,A
../data/dataset_split\train\A\sub-028_segment0321.npy,A
../data/dataset_split\train\A\sub-028_segment0322.npy,A
../data/dataset_split\train\A\sub-028_segment0323.npy,A
../data/dataset_split\train\A\sub-028_segment0324.npy,A
../data/dataset_split\train\A\sub-028_segment0325.npy,A
../data/dataset_split\train\A\sub-028_segment0326.npy,A
../data/dataset_split\train\A\sub-028_segment0327.npy,A
../data/dataset_split\train\A\sub-028_segment0328.npy,A
../data/dataset_split\train\A\sub-028_segment0329.npy,A
../data/dataset_split\train\A\sub-028_segment0330.npy,A
../data/dataset_split\train\A\sub-028_segment0331.npy,A
../data/dataset_split\train\A\sub-028_segment0332.npy,A
../data/dataset_split\train\A\sub-028_segment0333.npy,A
../data/dataset_split\train\A\sub-028_segment0334.npy,A
../data/dataset_split\train\A\sub-028_segment0335.npy,A
../data/dataset_split\train\A\sub-028_segment0336.npy,A
../data/dataset_split\train\A\sub-028_segment0337.npy,A
../data/dataset_split\train\A\sub-028_segment0338.npy,A
../data/dataset_split\train\A\sub-028_segment0339.npy,A
../data/dataset_split\train\A\sub-028_segment0340.npy,A
../data/dataset_split\train\A\sub-028_segment0341.npy,A
../data/dataset_split\train\A\sub-028_segment0342.npy,A
../data/dataset_split\train\A\sub-028_segment0343.npy,A
../data/dataset_split\train\A\sub-028_segment0344.npy,A
../data/dataset_split\train\A\sub-028_segment0345.npy,A
../data/dataset_split\train\A\sub-028_segment0346.npy,A
../data/dataset_split\train\A\sub-028_segment0347.npy,A
../data/dataset_split\train\A\sub-028_segment0348.npy,A
../data/dataset_split\train\A\sub-028_segment0349.npy,A
../data/dataset_split\train\A\sub-028_segment0350.npy,A
../data/dataset_split\train\A\sub-028_segment0351.npy,A
../data/dataset_split\train\A\sub-028_segment0352.npy,A
../data/dataset_split\train\A\sub-028_segment0353.npy,A
../data/dataset_split\train\A\sub-028_segment0354.npy,A
../data/dataset_split\train\A\sub-028_segment0355.npy,A
../data/dataset_split\train\A\sub-028_segment0356.npy,A
../data/dataset_split\train\A\sub-028_segment0357.npy,A
../data/dataset_split\train\A\sub-028_segment0358.npy,A
../data/dataset_split\train\A\sub-028_segment0359.npy,A
../data/dataset_split\train\A\sub-028_segment0360.npy,A
../data/dataset_split\train\A\sub-028_segment0361.npy,A
../data/dataset_split\train\A\sub-028_segment0362.npy,A
../data/dataset_split\train\A\sub-028_segment0363.npy,A
../data/dataset_split\train\A\sub-028_segment0364.npy,A
../data/dataset_split\train\A\sub-028_segment0365.npy,A
../data/dataset_split\train\A\sub-028_segment0366.npy,A
../data/dataset_split\train\A\sub-028_segment0367.npy,A
../data/dataset_split\train\A\sub-028_segment0368.npy,A
../data/dataset_split\train\A\sub-028_segment0369.npy,A
../data/dataset_split\train\A\sub-028_segment0370.npy,A
../data/dataset_split\train\A\sub-028_segment0371.npy,A
../data/dataset_split\train\A\sub-028_segment0372.npy,A
../data/dataset_split\train\A\sub-028_segment0373.npy,A
../data/dataset_split\train\A\sub-028_segment0374.npy,A
../data/dataset_split\train\A\sub-028_segment0375.npy,A
../data/dataset_split\train\A\sub-029_segment0000.npy,A
../data/dataset_split\train\A\sub-029_segment0001.npy,A
../data/dataset_split\train\A\sub-029_segment0002.npy,A
../data/dataset_split\train\A\sub-029_segment0003.npy,A
../data/dataset_split\train\A\sub-029_segment0004.npy,A
../data/dataset_split\train\A\sub-029_segment0005.npy,A
../data/dataset_split\train\A\sub-029_segment0006.npy,A
../data/dataset_split\train\A\sub-029_segment0007.npy,A
../data/dataset_split\train\A\sub-029_segment0008.npy,A
../data/dataset_split\train\A\sub-029_segment0009.npy,A
../data/dataset_split\train\A\sub-029_segment0010.npy,A
../data/dataset_split\train\A\sub-029_segment0011.npy,A
../data/dataset_split\train\A\sub-029_segment0012.npy,A
../data/dataset_split\train\A\sub-029_segment0013.npy,A
